latitude,longitude,feels_like,temp,temp_min,temp_max,humidity,clouds_all,wind_deg,pressure,wind_speed
51.25180088442211,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
51.26055590452261,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
51.26931092462311,-2.161033030150754,273.21,273.21,272.26,274.62,93.0,8.0,2.0,1009.0,0.45
51.278065944723615,-2.161033030150754,273.21,273.21,272.26,274.62,93.0,8.0,2.0,1009.0,0.45
51.28682096482412,-2.161033030150754,273.21,273.21,272.26,274.62,93.0,8.0,2.0,1009.0,0.45
51.295575984924625,-2.161033030150754,273.21,273.21,272.26,274.62,93.0,8.0,2.0,1009.0,0.45
51.304331005025126,-2.161033030150754,273.21,273.21,272.26,274.62,93.0,8.0,2.0,1009.0,0.45
51.31308602512563,-2.161033030150754,273.21,273.21,272.26,274.62,93.0,8.0,2.0,1009.0,0.45
51.32184104522613,-2.161033030150754,273.21,273.21,272.26,274.62,93.0,8.0,2.0,1009.0,0.45
51.33059606532663,-2.161033030150754,273.21,273.21,272.26,274.62,93.0,8.0,2.0,1009.0,0.45
51.33935108542713,-2.161033030150754,273.1,273.1,272.28,274.36,93.0,8.0,2.0,1007.0,0.45
51.348106105527634,-2.161033030150754,273.1,273.1,272.28,274.36,93.0,8.0,2.0,1007.0,0.45
51.35686112562814,-2.161033030150754,273.1,273.1,272.28,274.36,93.0,8.0,2.0,1007.0,0.45
51.365616145728644,-2.161033030150754,273.1,273.1,272.28,274.36,93.0,8.0,2.0,1007.0,0.45
51.374371165829146,-2.161033030150754,273.1,273.1,272.28,274.36,93.0,8.0,2.0,1007.0,0.45
51.38312618592965,-2.161033030150754,273.1,273.1,272.28,274.36,93.0,8.0,2.0,1007.0,0.45
51.39188120603015,-2.161033030150754,273.1,273.1,272.28,274.36,93.0,8.0,2.0,1007.0,0.45
51.40063622613065,-2.161033030150754,272.47,272.47,271.77,273.86,93.0,8.0,2.0,1007.0,0.45
51.40939124623115,-2.161033030150754,272.47,272.47,271.77,273.86,93.0,8.0,2.0,1007.0,0.45
51.41814626633166,-2.161033030150754,272.6,272.6,271.92,274.02,95.0,7.0,2.0,1007.0,0.45
